id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,yearOfFirstApproval,maximumClinicalTrialPhase,parentId,hasBeenWithdrawn,isApproved,tradeNames,synonyms,crossReferences,childChemblIds,linkedDiseases,linkedTargets,description
CHEMBL4577523,COc1nn(C)cc1Nc1nccc(-c2c[nH]c3c(NC(=O)[C@@H](C)N4CCN(C)CC4)cccc23)n1,CVCVOSPZEVINRM-MRXNPFEDSA-N,Small molecule,False,GOLIDOCITINIB,,2.0,,False,False,[],['AZD-4205' 'AZD4205' 'AZD4205 free base' 'Azd4205' 'Golidocitinib'],"[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/GOLIDOCITINIB/relevant/1/'],
      dtype=object))]",,"{'rows': array(['EFO_0000211', 'EFO_0003060', 'EFO_0005809', 'EFO_0000616'],
      dtype=object), 'count': 4}",[ENSG00000162434],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.
CHEMBL4594311,,,Gene,False,BETIBEGLOGENE AUTOTEMCEL,2019.0,4.0,,False,True,['Zynteglo'],['BB-305' 'Betibeglogene autotemcel' 'LentiGlobin BB305' 'Zynteglo'],"[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo'],
      dtype=object))]",,"{'rows': array(['MONDO_0011382', 'Orphanet_848', 'MONDO_0016486'], dtype=object), 'count': 3}",[ENSG00000244734],Gene drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2019 and is indicated for beta-thalassemia and beta-thalassemia major and has 1 investigational indication.
CHEMBL4650230,CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1,BSQPTZYKCAULBH-UHFFFAOYSA-N,Small molecule,False,SIMUFILAM,,3.0,,False,False,['Filora'],['C-0105' 'C0105' 'C0105M' 'PTI-125' 'PTI-910' 'Simufilam'],"[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/SIMUFILAM/relevant/1/'],
      dtype=object))]",['CHEMBL4650231'],"{'rows': array(['MONDO_0004975', 'MONDO_0004975', 'EFO_0000616', 'EFO_0000616'],
      dtype=object), 'count': 4}",[ENSG00000196924],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.
CHEMBL522892,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,Small molecule,False,DOVITINIB,,3.0,,False,False,[],['CHIR-258' 'Dovitinib' 'GFKI-258' 'NVP-TKI258' 'TKI-258' 'Tki-258'],"[('PubChem', array(['103904684', '137275871', '50100092'], dtype=object)), ('drugbank', array(['DB05928'], dtype=object))]",['CHEMBL4297063'],"{'rows': array(['EFO_0000182', 'MONDO_0008667', 'EFO_0000222', 'MONDO_0008315',
       'EFO_1001465', 'MONDO_0011719', 'MONDO_0005184', 'EFO_0001378',
       'MONDO_0007254', 'MONDO_0001187', 'EFO_0003060', 'EFO_0000231',
       'EFO_1000796', 'EFO_0003060', 'MONDO_0002108', 'EFO_0000519',
       'EFO_0000756', 'MONDO_0001056', 'EFO_0000770', 'EFO_0000349',
       'MONDO_0011962', 'MONDO_0004992', 'EFO_0000681', 'EFO_0003863',
       'EFO_0000616'], dtype=object), 'count': 25}","[ENSG00000157404,ENSG00000122025,ENSG00000113721,ENSG00000134853,ENSG00000102755,ENSG00000037280,ENSG00000128052,ENSG00000068078]",Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 25 investigational indications.
CHEMBL5315056,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl.O.O,TXMZWEASFRBVKY-IOQDSZRYSA-N,Small molecule,False,NALOXONE HYDROCHLORIDE DIHYDRATE,2017.0,4.0,CHEMBL80,False,True,['Nyxoid'],['Naloxone chlorhydrate' 'Naloxoni hydrochloridum dihydrate'],"[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/nyxoid'],
      dtype=object))]",,"{'rows': array(['EFO_0005611'], dtype=object), 'count': 1}","[ENSG00000082556,ENSG00000116329,ENSG00000112038]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2017 and is indicated for opioid dependence.
CHEMBL551813,CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,XEOSTBFUCNZKGS-UHFFFAOYSA-N,Small molecule,False,BI-671800,,2.0,,False,False,[],['Actimis' 'BI 671800' 'BI671800' 'Bi 671800' 'Bi-671800'],"[('PubChem', array(['174006824'], dtype=object)), ('drugbank', array(['DB12524'], dtype=object))]",,"{'rows': array(['MONDO_0004979'], dtype=object), 'count': 1}",[ENSG00000183134],Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.
CHEMBL1098,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,LEBVLXFERQHONN-UHFFFAOYSA-N,Small molecule,True,BUPIVACAINE,1972.0,4.0,,False,True,"['Anekain' 'Exparel' 'Exparel liposomal' 'Marcaine' 'Posimir'
 'Sensorcaine']","['Bucaine' 'Bupivacaine' 'Bupivacaine liposome' 'LIQ-865' 'LIQ865'
 'Liposomal bupivacaine' 'Marcaine'
 'Ropivacaine hydrochloride impurity, bupivacaine-' 'SKY-0402' 'SKY0402'
 'Sensorcaine']","[('DailyMed', array(['bupivacaine'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/exparel-liposomal'],
      dtype=object)), ('PubChem', array(['160644527'], dtype=object)), ('Wikipedia', array(['Bupivacaine'], dtype=object)), ('drugbank', array(['DB00297'], dtype=object)), ('chEBI', array(['77431'], dtype=object))]",['CHEMBL1200396'],"{'rows': array(['EFO_0003833', 'HP_0002315', 'HP_0001623', 'EFO_0000546',
       'EFO_1001866', 'EFO_0005251', 'MONDO_0000728', 'HP_0000175',
       'EFO_0007490', 'MONDO_0005277', 'EFO_0003060', 'MONDO_0007254',
       'EFO_0002950', 'HP_0000023', 'MONDO_0005178', 'EFO_1001792',
       'EFO_1000994', 'EFO_0004229', 'EFO_0009615', 'EFO_1000786',
       'EFO_1001250', 'EFO_0000342', 'EFO_1001267', 'HP_0001537',
       'EFO_1001909', 'EFO_0003869', 'EFO_0009676', 'EFO_0003964',
       'MONDO_0002087', 'EFO_0003931', 'HP_0012227', 'EFO_0010072',
       'EFO_0005762', 'MONDO_0041052', 'HP_0012532', 'HP_0000023',
       'EFO_0004888', 'EFO_1001331', 'HP_0009926', 'MONDO_0005277',
       'EFO_0004209', 'EFO_0002618', 'EFO_0003818', 'MONDO_0004992',
       'EFO_0001358', 'HP_0030834', 'MONDO_0021117', 'EFO_0000691',
       'EFO_1001139', 'MONDO_0008315', 'HP_0001822', 'HP_0002027',
       'EFO_0004616', 'EFO_0009620', 'EFO_0003843', 'MONDO_0004567',
       'EFO_0000764', 'HP_0000175', 'EFO_1001087', 'HP_0100790',
       'HP_0012735', 'EFO_0003843', 'EFO_0000275', 'HP_0012532',
       'MONDO_0007254', 'MONDO_0002959', 'EFO_0004616', 'HP_0001822',
       'EFO_0009314', 'HP_0031217', 'EFO_0001074', 'EFO_0001421',
       'MONDO_0004992', 'EFO_0007149', 'EFO_0009552', 'EFO_0000616',
       'MP_0001914', 'EFO_1001968', 'EFO_0009552', 'EFO_0000546',
       'EFO_0007486', 'HP_0003419', 'EFO_0000764', 'EFO_1001898'],
      dtype=object), 'count': 84}",[ENSG00000007314],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1972 and is indicated for pain and hernia and has 76 investigational indications. This drug has a black box warning from the FDA.
CHEMBL1200771,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],XJGONMZLEDGBRM-UHFFFAOYSA-M,Small molecule,False,TRIDIHEXETHYL CHLORIDE,1954.0,4.0,CHEMBL1201354,False,True,['Pathilon'],['Tridihexethyl chloride'],"[('PubChem', array(['144204284', '56463141'], dtype=object)), ('chEBI', array(['9703'], dtype=object))]",,,"[ENSG00000133019,ENSG00000168539]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1954.
CHEMBL1201182,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,CBPNZQVSJQDFBE-FUXHJELOSA-N,Small molecule,False,TEMSIROLIMUS,2007.0,4.0,,False,True,['Torisel'],['CCI-779' 'Temsirolimus'],"[('DailyMed', array(['temsirolimus'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/torisel'],
      dtype=object)), ('PubChem', array(['144206068'], dtype=object)), ('Wikipedia', array(['Temsirolimus'], dtype=object)), ('drugbank', array(['DB06287'], dtype=object)), ('chEBI', array(['79699'], dtype=object))]",,"{'rows': array(['EFO_0000437', 'EFO_0000403', 'EFO_1000292', 'EFO_0000632',
       'EFO_0000702', 'EFO_0000181', 'EFO_0000685', 'EFO_1000026',
       'EFO_0000756', 'EFO_0003929', 'MONDO_0004992', 'MONDO_0004192',
       'EFO_0000565', 'EFO_0000222', 'EFO_0001378', 'MONDO_0002691',
       'EFO_0000616', 'EFO_0003869', 'EFO_0003833', 'MONDO_0001187',
       'MONDO_0002367', 'EFO_0003060', 'MONDO_0002974', 'EFO_0000313',
       'EFO_0007416', 'EFO_1000251', 'EFO_1001187', 'EFO_1001469',
       'EFO_0000182', 'EFO_0000305', 'MONDO_0003268', 'EFO_0000232',
       'EFO_0000248', 'EFO_0000681', 'EFO_0000228', 'MONDO_0016693',
       'EFO_0004265', 'EFO_1001512', 'EFO_1001968', 'EFO_0002501',
       'MONDO_0016691', 'MONDO_0008903', 'MONDO_0002087', 'MONDO_0002158',
       'MONDO_0024677', 'MONDO_0002108', 'EFO_0000183', 'EFO_0000574',
       'EFO_0000349', 'EFO_0000673', 'MONDO_0008315', 'EFO_0005952',
       'EFO_0000707', 'EFO_0000466', 'EFO_1000158', 'EFO_0000637',
       'EFO_0000502', 'EFO_0000621', 'EFO_1001465', 'EFO_0000556',
       'EFO_0009708', 'MONDO_0007254', 'EFO_0000519', 'EFO_0002499',
       'EFO_0007532', 'MONDO_0008170', 'EFO_0000339', 'EFO_1001331',
       'EFO_0000691', 'EFO_1000613', 'EFO_0000365', 'EFO_0006861',
       'EFO_0000389', 'MONDO_0021063', 'MONDO_0011962', 'EFO_0000198'],
      dtype=object), 'count': 76}",[ENSG00000088832],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and has 5 approved and 71 investigational indications.
CHEMBL1467,Oc1ncnc2[nH]ncc12,OFCNXPDARWKPPY-UHFFFAOYSA-N,Small molecule,False,ALLOPURINOL,1966.0,4.0,,False,True,"['Allopurinol' 'Aloral' 'Aluline 100' 'Aluline 300' 'Caplenal' 'Cosuric'
 'Hamarin 100' 'Hamarin 300' 'Ledopur' 'Lopurin' 'Uricto' 'Xanthomax-100'
 'Xanthomax-300' 'Zyloprim' 'Zyloric' 'Zyloric-300']","['Allopurinol' 'Allopurinolum' 'BW 56-158' 'BW-56-158' 'NSC-101655'
 'NSC-1390' 'Suspendol' 'Takanarumin']","[('DailyMed', array(['allopurinol'], dtype=object)), ('PubChem', array(['11110781', '144203633', '144208120', '170464935', '17389550',
       '174007214', '26747845', '50105533', '56424020', '8139898',
       '90341357'], dtype=object)), ('TG-GATEs', array(['28'], dtype=object)), ('Wikipedia', array(['Allopurinol'], dtype=object)), ('drugbank', array(['DB00437'], dtype=object)), ('chEBI', array(['40279'], dtype=object))]",['CHEMBL1200477'],"{'rows': array(['MONDO_0002087', 'EFO_0000319', 'EFO_0009104', 'EFO_1001893',
       'EFO_1001793', 'EFO_0005044', 'EFO_0003913', 'EFO_0000195',
       'MONDO_0005148', 'EFO_0000198', 'EFO_0000729', 'EFO_0005952',
       'EFO_0005207', 'EFO_0004274', 'EFO_0000565', 'EFO_0000574',
       'EFO_0000400', 'EFO_0000095', 'EFO_0004251', 'EFO_0000220',
       'EFO_0000702', 'EFO_0000537', 'EFO_0001422', 'MONDO_0001134',
       'EFO_0003777', 'MONDO_0004992', 'MONDO_0002158', 'EFO_0003884',
       'EFO_0000373', 'EFO_0003767', 'EFO_0001073', 'EFO_0001378',
       'EFO_0004253', 'MONDO_0005178', 'EFO_1001479', 'MONDO_0018076',
       'EFO_0000094', 'EFO_0003144', 'MONDO_0008170', 'MONDO_0004985',
       'EFO_0009582', 'EFO_0000222'], dtype=object), 'count': 42}",[ENSG00000158125],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1966 and has 4 approved and 38 investigational indications.
CHEMBL1569487,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,WLHQHAUOOXYABV-UHFFFAOYSA-N,Small molecule,False,LORNOXICAM,,4.0,,False,True,['Xefo'],"['CTX' 'Lorcam' 'Lornoxicam' 'NSC-759620' 'RO 13-9297' 'RO-13-9297'
 'RO-139297']","[('PubChem', array(['49666507'], dtype=object)), ('drugbank', array(['DB06725'], dtype=object)), ('chEBI', array(['31783'], dtype=object))]",,"{'rows': array(['EFO_0005755', 'MONDO_0005277', 'EFO_0003843', 'MONDO_0004975'],
      dtype=object), 'count': 4}","[ENSG00000073756,ENSG00000095303]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) and is indicated for rheumatic disease and has 3 investigational indications.
CHEMBL1623,Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,OCJYIGYOJCODJL-UHFFFAOYSA-N,Small molecule,False,MECLIZINE,1957.0,4.0,,False,True,[],['Meclizine' 'Meclozine' 'NSC-169189'],"[('Wikipedia', array(['Meclozine'], dtype=object)), ('drugbank', array(['DB00737'], dtype=object)), ('chEBI', array(['6709'], dtype=object))]",['CHEMBL1200590' 'CHEMBL1324020' 'CHEMBL3989555' 'CHEMBL1085765'],"{'rows': array(['MONDO_0005271', 'HP_0002013', 'EFO_0006928', 'HP_0002321',
       'HP_0002018', 'EFO_0004319', 'HP_0002321', 'EFO_0000182',
       'HP_0002017', 'EFO_0006928'], dtype=object), 'count': 10}",[ENSG00000196639],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1957 and has 6 approved and 4 investigational indications.
CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,JWBOIMRXGHLCPP-UHFFFAOYSA-N,Small molecule,True,MITOTANE,1970.0,4.0,,False,True,['Lysodren' 'Opddd'],"['CB 313' 'CB-313' 'Chloditan' 'Chlodithane' 'Mitotan' 'Mitotane'
 'NSC-38721' ""O,p'-ddd"" ""O,p'-ddd,o p'-tde"" ""O,p'-tde"" 'Opeprim']","[('DailyMed', array(['mitotane'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/lysodren'],
      dtype=object)), ('PubChem', array(['104171128', '144203654', '144213121', '170464927', '17389949',
       '174007193', '26747348', '26752984', '50105583', '56462780',
       '85230966', '90341596', '94579'], dtype=object)), ('Wikipedia', array(['Mitotane'], dtype=object)), ('drugbank', array(['DB00648'], dtype=object))]",,"{'rows': array(['EFO_0000313', 'MONDO_0036591', 'EFO_1000796', 'MONDO_0008315',
       'EFO_0000616'], dtype=object), 'count': 5}","[ENSG00000140459,ENSG00000160882]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1970 and has 3 approved and 2 investigational indications. This drug has a black box warning from the FDA.
CHEMBL1743082,,,Antibody drug conjugate,True,TRASTUZUMAB EMTANSINE,2013.0,4.0,,False,True,['Kadcyla'],"['PRO-132365' 'RG-3502' 'TRASTUZUMAB-MCC-DM1 T-DM1'
 'Trastuzumab emtansine']","[('DailyMed', array(['ado-trastuzumab%20emtansine'], dtype=object)), ('DrugCentral', array(['4990'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/kadcyla'],
      dtype=object))]",,"{'rows': array(['EFO_1000294', 'EFO_1000984', 'MONDO_0000521', 'EFO_0001378',
       'EFO_0003869', 'EFO_0000305', 'MONDO_0008170', 'EFO_0009708',
       'EFO_0003060', 'MONDO_0004992', 'MONDO_0004669', 'MONDO_0001056',
       'MONDO_0011962', 'MONDO_0007254', 'EFO_0000616'], dtype=object), 'count': 15}","[ENSG00000141736,ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]",Antibody drug conjugate drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2013 and has 6 approved and 9 investigational indications. This drug has a black box warning from the FDA.
CHEMBL2103867,CC(C)C[C@H](NC(=O)[C@@H]1CSSC[C@@H]2NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CC(N)=O)CSSC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](C(C)C)NC2=O)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N1)C(=O)O,NSPHQWLKCGGCQR-DLJDZFDSSA-N,Protein,True,PLECANATIDE,2017.0,4.0,,False,True,['Trulance'],['Guanilib' 'Plecanatide' 'SP-304' 'SP-304 (SYNERGY)'],"[('drugbank', array(['DB13170'], dtype=object))]",,"{'rows': array(['HP_0002019', 'EFO_0000555'], dtype=object), 'count': 2}",[ENSG00000070019],Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and is indicated for constipation and has 1 investigational indication. This drug has a black box warning from the FDA.
CHEMBL2108359,,,Antibody,False,NIMOTUZUMAB,,3.0,,False,False,['Theraloc theracim'],['HR3' 'Nimotuzumab' 'OSAG 101' 'THERACIM-HR3' 'THERALOC'],,,"{'rows': array(['EFO_0007331', 'EFO_0003060', 'MONDO_0002974', 'EFO_0002916',
       'MONDO_0001325', 'EFO_0000181', 'EFO_0000326', 'EFO_1001931',
       'MONDO_0005575', 'EFO_0003897', 'EFO_0000228', 'EFO_1000657',
       'MONDO_0007254', 'EFO_0000199', 'EFO_0000313', 'EFO_0006859',
       'EFO_0000616', 'EFO_1000026', 'EFO_0000707', 'EFO_0005922',
       'MONDO_0007576', 'EFO_0002618', 'MONDO_0001056', 'EFO_0002938',
       'EFO_1001951', 'MONDO_0004992', 'MONDO_0002914', 'EFO_0000519',
       'MONDO_0008903', 'EFO_0004252'], dtype=object), 'count': 30}",[ENSG00000146648],Antibody drug with a maximum clinical trial phase of III (across all indications) and has 30 investigational indications.
CHEMBL2109072,,,Unknown,False,"FIBRINOGEN, HUMAN",,3.0,,False,False,[],"['Evarrest' 'Factor i (fibrinogen)' 'Factor i human' 'Fibrinogen'
 'Fibrinogen (human)' 'Fibrinogen concentrate (human)'
 'Fibrinogen concentrate human' 'Fibrinogen human'
 'Fibrinogen human plasma-derived' 'Fibrinogen, human' 'Haemocomplettan p'
 'Human fibrinogen' 'Parenogen' 'Raplixa']",,,"{'rows': array(['EFO_0001421', 'EFO_0005207', 'EFO_0009579', 'EFO_0010282',
       'EFO_0003777', 'MONDO_0008737', 'HP_0001871', 'HP_0031273',
       'EFO_0000546', 'MP_0001914', 'HP_0002647'], dtype=object), 'count': 11}","[ENSG00000171560,ENSG00000171564,ENSG00000171557]",Unknown drug with a maximum clinical trial phase of III (across all indications) and has 11 investigational indications.
CHEMBL2170582,CNC(=O)COc1cccc(Nc2ncc(F)c(Nc3ccc4c(c3)NC(=O)C(F)(F)O4)n2)c1,MOXXQFNQDDSJHT-UHFFFAOYSA-N,Small molecule,False,R-343,,2.0,,False,False,[],['R-343'],,['CHEMBL3545340'],"{'rows': array(['MONDO_0004979'], dtype=object), 'count': 1}",[ENSG00000165025],Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.
CHEMBL298734,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,DHMTURDWPRKSOA-RUZDIDTESA-N,Small molecule,False,LONAFARNIB,2020.0,4.0,,False,True,['Zokinvy'],['Lonafarnib' 'SCH 66336' 'SCH-66336' 'SCH66336' 'Sarasar'],"[('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/zokinvy'],
      dtype=object)), ('Wikipedia', array(['Lonafarnib'], dtype=object)), ('drugbank', array(['DB06448'], dtype=object))]",,"{'rows': array(['EFO_1001779', 'MONDO_0004192', 'EFO_0007304', 'MONDO_0007254',
       'EFO_0000339', 'EFO_0006859', 'EFO_0009708', 'EFO_0002499',
       'EFO_0000574', 'EFO_0000198', 'EFO_1000158', 'MONDO_0001187',
       'MONDO_0008310', 'MONDO_0002691', 'MONDO_0008170', 'EFO_0003060',
       'MONDO_0020732', 'EFO_1001951', 'EFO_1001465'], dtype=object), 'count': 19}","[ENSG00000168522,ENSG00000257365]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for hutchinson-gilford progeria syndrome and progeria and has 17 investigational indications.
CHEMBL3182733,CCCN[C@H]1CCc2nc(N)sc2C1.Cl.Cl.O,APVQOOKHDZVJEX-QTPLPEIMSA-N,Small molecule,False,PRAMIPEXOLE DIHYDROCHLORIDE,1997.0,4.0,CHEMBL301265,False,True,"['Mirapex' 'Mirapex Extended Release' 'Mirapex er' 'Oprymea'
 'Pramipexole dihydrochloride']","['Daquiran' 'PNU-98528E' 'Pramipexole accord'
 'Pramipexole dihydrochloride' 'Pramipexole dihydrochloride anhydrous'
 'Pramipexole dihydrochloride monohydrate' 'Pramipexole hydrochloride'
 'Pramipexole hydrochloride hydrate' 'Pramipexole teva' 'SND-919CL2Y'
 'SND919CL2Y' 'Sifrol']","[('DailyMed', array(['pramipexole%20dihydrochloride'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/oprymea'],
      dtype=object)), ('PubChem', array(['144212633'], dtype=object)), ('chEBI', array(['51147'], dtype=object))]",,"{'rows': array(['EFO_0004270', 'MONDO_0004976', 'MONDO_0005180', 'MONDO_0004985'],
      dtype=object), 'count': 4}","[ENSG00000149295,ENSG00000151577,ENSG00000069696]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1997 and is indicated for restless legs syndrome and parkinson disease and has 2 investigational indications.
CHEMBL3304244,Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,NKQHBJNRBKHUQR-UHFFFAOYSA-N,Small molecule,False,LY-2940094,,2.0,,False,False,[],['BTRX-246040' 'Btrx-246040' 'J3.309.394B' 'Ly-2940094'],,['CHEMBL3236487'],"{'rows': array(['MONDO_0005180', 'MONDO_0002009'], dtype=object), 'count': 2}",[ENSG00000125510],Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.
CHEMBL3545376,COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,OLAHOMJCDNXHFI-UHFFFAOYSA-N,Small molecule,False,ERDAFITINIB,2019.0,4.0,,False,True,['Balversa'],['Erdafitinib' 'JNJ-42756493' 'Jnj-42756493'],"[('DailyMed', array(['erdafitinib'], dtype=object)), ('drugbank', array(['DB12147'], dtype=object))]",['CHEMBL3918638' 'CHEMBL3919709' 'CHEMBL3975791' 'CHEMBL3948043'],"{'rows': array(['EFO_0000519', 'EFO_0003863', 'EFO_0008528', 'MONDO_0004992',
       'EFO_0003060', 'MONDO_0007254', 'EFO_0000574', 'EFO_0001421',
       'EFO_0001378', 'EFO_0000196', 'MONDO_0001187', 'EFO_0000294',
       'EFO_0000616', 'EFO_0000708', 'EFO_0000673', 'EFO_0000182'],
      dtype=object), 'count': 16}","[ENSG00000068078,ENSG00000077782,ENSG00000160867,ENSG00000066468]",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2019 and has 5 approved and 11 investigational indications.
CHEMBL359164,Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1,RXRGZNYSEHTMHC-BQBZGAKWSA-N,Small molecule,False,TROXACITABINE,,2.0,,False,False,[],"['(-)-ODDC' 'BCH-4556' 'Lamivudine impurity i' 'Lamivudine impurity i rs'
 'Troxacitabine' 'Troxatyl']","[('Wikipedia', array(['Troxacitabine'], dtype=object)), ('drugbank', array(['DB04961'], dtype=object))]",,"{'rows': array(['EFO_0000565'], dtype=object), 'count': 1}","[ENSG00000101868,ENSG00000175482,ENSG00000077514,ENSG00000062822,ENSG00000106628,ENSG00000177084,ENSG00000014138,ENSG00000198056,ENSG00000146143,ENSG00000100479,ENSG00000148229]",Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.
CHEMBL3707317,,,Small molecule,False,LOREDIPLON,,2.0,,False,False,[],['Gf-015535-00' 'Lorediplon'],,,,"[ENSG00000022355,ENSG00000145864,ENSG00000113327,ENSG00000166206,ENSG00000109158,ENSG00000182256,ENSG00000268089,ENSG00000011677,ENSG00000094755,ENSG00000187730,ENSG00000163285,ENSG00000163288,ENSG00000102287,ENSG00000151834,ENSG00000186297,ENSG00000145863]",Small molecule drug with a maximum clinical trial phase of II.
CHEMBL3707331,C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CCC(=O)N2)CN1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,FIVSJYGQAIEMOC-ZGNKEGEESA-N,Small molecule,False,ROLAPITANT,2015.0,4.0,,False,True,['Varuby'],['Rolapitant'],"[('drugbank', array(['DB09291'], dtype=object))]",['CHEMBL3707330'],"{'rows': array(['EFO_0006911', 'EFO_0004888', 'HP_0002018', 'EFO_0000691',
       'EFO_0006911'], dtype=object), 'count': 5}",[ENSG00000115353],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2015 and is indicated for chemotherapy-induced nausea and vomiting and has 4 investigational indications.
CHEMBL3989521,CC(C)NCC(O)c1ccc(O)c(O)c1.CC(C)NCC(O)c1ccc(O)c(O)c1.O.O.O=S(=O)(O)O,CUQPTVCVZLUXJB-UHFFFAOYSA-N,Small molecule,False,ISOPROTERENOL SULFATE,1956.0,4.0,CHEMBL434,False,True,['Medihaler-iso' 'Norisodrine'],"['Aludrin' 'Isomist' 'Isoprenaline sulfate'
 'Isoprenaline sulfate dihydrate' 'Isoprenaline sulphate'
 'Isoprenalini sulfas' 'Isopropylarterenol sulfate'
 'Isoproterenol sulfate' 'Isoproterenol sulfate anhydrous'
 'Isoproterenol sulfate dihydrate' 'Isoproterenol sulphate' 'Propal']",,,,"[ENSG00000043591,ENSG00000169252,ENSG00000188778]",Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1956.
CHEMBL4297480,O=C(Nc1ccc(F)cc1)c1cnc(SCc2cc(OC(F)(F)F)ccc2B(O)O)nc1,SDUDZBCEHIZMFZ-UHFFFAOYSA-N,Small molecule,False,SX-682,,2.0,,False,False,[],['SX-682' 'SX682' 'Sx-682'],,,"{'rows': array(['MONDO_0005184', 'EFO_0000756', 'EFO_0002618', 'EFO_0000198',
       'EFO_1001949', 'EFO_1000657', 'EFO_0003060'], dtype=object), 'count': 7}","[ENSG00000163464,ENSG00000180871]",Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications.
