drug,content
CHEMBL2364639,"COc1cc2c(cc1OC)[C@H]1C[C@@H](OC(=O)[C@@H](N)C(C)C)[C@H](CC(C)C)CN1CC2_|_GEJDGVNQKABXKG-CFKGEZKQSA-N_|_Small molecule_|_True_|_VALBENAZINE_|_2017.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Mt-5199' 'NBI-98854' 'Valbenazine']_|_[('drugbank', array(['DB11915'], dtype=object))]_|_['CHEMBL3707248']_|_{'rows': array(['MONDO_0007739', 'HP_0012167', 'EFO_0004895', 'EFO_0004280',
       'EFO_0004280', 'MONDO_0005090'], dtype=object), 'count': 6}_|_[ENSG00000165646]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and is indicated for movement disorder and has 5 investigational indications. This drug has a black box warning from the FDA."
CHEMBL3039504,"CCS(=O)(=O)O.COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1_|_MMMVNAGRWOJNMW-FJBFXRHMSA-N_|_Small molecule_|_False_|_NINTEDANIB ESYLATE_|_2014.0_|_4.0_|_CHEMBL502835_|_False_|_True_|_['Ofev']_|_['Nintedanib esilate' 'Nintedanib esylate' 'Nintedanib ethanesulfonate']_|_[('DailyMed', array(['nintedanib%20esylate'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/ofev'],
      dtype=object)), ('chEBI', array(['85170'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000768', 'EFO_0000717'], dtype=object), 'count': 2}_|_[ENSG00000068078,ENSG00000077782,ENSG00000160867,ENSG00000066468,ENSG00000102755,ENSG00000037280,ENSG00000128052,ENSG00000113721,ENSG00000134853]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2014 and is indicated for idiopathic pulmonary fibrosis and systemic scleroderma."
CHEMBL3544947,"CC(C)(C(N)=O)C1CCN(CCC2(c3ccc(Cl)c(Cl)c3)CN(C(=O)Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)CCO2)CC1_|_ZLNYUCXXSDDIFU-UHFFFAOYSA-N_|_Small molecule_|_False_|_BURAPITANT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Burapitant' 'SSR-240600' 'SSR240600C' 'Ssr240600']_|_nan_|_nan_|_{'rows': array(['EFO_1000781'], dtype=object), 'count': 1}_|_[ENSG00000115353]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL3545337,"CCN(CC)CCNc1ccc2ncn3c4ccc(O)cc4c(=O)c1c23.Cl.Cl.O_|_XJYNBZQTAZDMHZ-UHFFFAOYSA-N_|_Small molecule_|_False_|_C-1311_|_nan_|_2.0_|_CHEMBL338604_|_False_|_False_|_['Symadex']_|_['C 1311' 'C-1311' 'NSC-645809' 'Xls-002']_|_nan_|_nan_|_nan_|_[ENSG00000131747,ENSG00000077097,ENSG00000122025]_|_Small molecule drug with a maximum clinical trial phase of II."
CHEMBL3707314,"nan_|_nan_|_Protein_|_False_|_METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA_|_2007.0_|_4.0_|_nan_|_False_|_True_|_['Mircera']_|_['Methoxy polyethylene glycol-epoetin beta' 'Pegzerepoetin alfa' 'R-744'
 'R744']_|_[('DailyMed', array(['methoxy%20polyethylene%20glycol-epoetin%20beta'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/mircera'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0003884', 'MONDO_0002280', 'EFO_0004272', 'EFO_0003086'],
      dtype=object), 'count': 4}_|_[ENSG00000187266]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2007 and has 3 approved and 1 investigational indication."
CHEMBL3920982,"O=C(O)c1ccc(C2(NC(=O)C3CC4(CCN3Cc3ccc(C(F)(F)F)cc3)CC4)CC2)cc1_|_CADWTPLFEZSAHM-UHFFFAOYSA-N_|_Small molecule_|_False_|_VORBIPIPRANT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['CR-6086' 'CR6086' 'Cr 6086' 'Cr-6086' 'Cr6086' 'Vorbipiprant']_|_[('INN', array(['https://www.who.int/publications/m/item/inn-pl-129'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000685'], dtype=object), 'count': 1}_|_[ENSG00000171522]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL426084,"NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3_|_RYIDHLJADOKWFM-MAODMQOUSA-N_|_Small molecule_|_False_|_SAMIDORPHAN_|_2021.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['ALKS 33' 'ALKS-33' 'ALKS-5461 COMPONENT SAMIDORPHAN' 'Alks-33'
 'RDC-0313' 'RDC-0313-00' 'Samidorphan']_|_[('drugbank', array(['DB12543'], dtype=object))]_|_['CHEMBL2105749' 'CHEMBL471243']_|_{'rows': array(['EFO_0009963', 'EFO_0002610', 'MONDO_0005090', 'MONDO_0005090',
       'EFO_0005203', 'MONDO_0007079'], dtype=object), 'count': 6}_|_[ENSG00000112038,ENSG00000116329,ENSG00000082556]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for bipolar i disorder and schizophrenia and has 4 investigational indications."
CHEMBL4303669,"O.O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O_|_FUXFIVRTGHOMSO-UHFFFAOYSA-N_|_Small molecule_|_False_|_ZOLEDRONIC ACID_|_2001.0_|_4.0_|_CHEMBL924_|_False_|_True_|_['Aclasta' 'Reclast' 'Zerlinda' 'Zoledronic acid' 'Zometa']_|_['AK-156' 'CGP 42446' 'CGP-42446' 'CGP-42446A' 'NSC-721517'
 'Zoladrona acid mylan' 'Zoledronate hydrate' 'Zoledronic'
 'Zoledronic acid' 'Zoledronic acid accord' 'Zoledronic acid hydrate'
 'Zoledronic acid medac' 'Zoledronic acid monohydrate'
 'Zoledronic acid teva']_|_[('DailyMed', array(['zoledronic%20acid'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/aclasta'],
      dtype=object))]_|_nan_|_{'rows': array(['EFO_0000228', 'EFO_0000588', 'EFO_0003820', 'EFO_0000564',
       'EFO_0004259', 'EFO_0001416', 'MONDO_0008310', 'EFO_0003863',
       'EFO_0005952', 'EFO_0003843', 'EFO_1001998', 'MONDO_0011382',
       'EFO_1001147', 'EFO_0004252', 'EFO_1001919', 'GO_0042697',
       'EFO_0000691', 'EFO_0003060', 'EFO_0003882', 'EFO_0003869',
       'EFO_0000681', 'EFO_0003854', 'EFO_0000196', 'MONDO_0019019',
       'MONDO_0021165', 'MONDO_0044903', 'MONDO_0002974', 'EFO_0002430',
       'MONDO_0008315', 'MONDO_0002171', 'EFO_0003931', 'EFO_0000685',
       'EFO_0000673', 'EFO_0009708', 'EFO_0001365', 'MONDO_0008903',
       'HP_0000938', 'EFO_0000182', 'MONDO_0020732', 'EFO_0001663',
       'EFO_0009870', 'EFO_0000637', 'Orphanet_848', 'HP_0003419',
       'EFO_0001378', 'EFO_0006738', 'MONDO_0007254', 'EFO_0000333',
       'EFO_0000432', 'EFO_0000621', 'EFO_0004260', 'MONDO_0002367',
       'EFO_0000174', 'EFO_0004261', 'EFO_1000786'], dtype=object), 'count': 55}_|_[ENSG00000160752]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2001 and has 12 approved and 43 investigational indications."
CHEMBL43064,"C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1_|_DERZBLKQOCDDDZ-JLHYYAGUSA-N_|_Small molecule_|_False_|_CINNARIZINE_|_nan_|_4.0_|_nan_|_False_|_True_|_['Marzine r.f.' 'Mylan travel sickness' 'Stugeron' 'Stugeron fte']_|_['516 MD' '516-MD' 'Aplactan' 'Aplexal' 'Artate' 'Carecin' 'Cerebolan'
 'Cerepar' 'Cinaperazine' 'Cinarizine' 'Cinazyn' 'Cinnacet' 'Cinnageron'
 'Cinnarizine' 'Cinnipirine' 'Corathiem' 'Denapol' 'Dimitron' 'Eglen'
 'Folcodal' 'Giganten' 'Glanil' 'Hilactan' 'Ixertol' 'Katoseran' 'Labyrin'
 'Midronal' 'Mitronal' 'NSC-758400' 'Olamin' 'Processine' 'R 1575' 'R 516'
 'R-1575' 'R-516' 'Sedatromin' 'Sepan' 'Siptazin' 'Spaderizine' 'Stugeron'
 'Stunarone' 'Stutgeron' 'Stutgin']_|_[('PubChem', array(['144203660', '170465920', '50103929', '56422441', '85231348',
       '855570', '90340734'], dtype=object)), ('Wikipedia', array(['Cinnarizine'], dtype=object)), ('chEBI', array(['31403'], dtype=object))]_|_nan_|_{'rows': array(['HP_0002321'], dtype=object), 'count': 1}_|_[ENSG00000196639,ENSG00000151067,ENSG00000081248,ENSG00000157388,ENSG00000102001]_|_Small molecule drug with a maximum clinical trial phase of IV and is indicated for vertigo."
CHEMBL561339,"CCN(CC)C(=O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)c(O)c1_|_ALGHKWSXJUQNJJ-UHFFFAOYSA-N_|_Small molecule_|_False_|_ADL-5747_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_[]_|_nan_|_['CHEMBL4297345']_|_{'rows': array(['MONDO_0041052', 'EFO_0004616'], dtype=object), 'count': 2}_|_[ENSG00000116329]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL905,"CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12_|_ULFRLSNUDGIQQP-UHFFFAOYSA-N_|_Small molecule_|_False_|_RIZATRIPTAN_|_1998.0_|_4.0_|_nan_|_False_|_True_|_['Maxalt']_|_['L-705126' 'MK-462' 'MK-462 FREE BASE' 'Maxalt' 'Maxalt-Mlt'
 'Rizatriptan']_|_[('PubChem', array(['144205087', '174007052'], dtype=object)), ('Wikipedia', array(['Rizatriptan'], dtype=object)), ('drugbank', array(['DB00953'], dtype=object)), ('chEBI', array(['48273'], dtype=object))]_|_['CHEMBL1201032' 'CHEMBL3989629']_|_{'rows': array(['MONDO_0005277', 'MONDO_0100431', 'MONDO_0005277', 'MONDO_0005475'],
      dtype=object), 'count': 4}_|_[ENSG00000135312,ENSG00000179546]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and is indicated for migraine disorder and has 2 investigational indications."
CHEMBL1082607,"O=C(O)c1ccc2ccccc2c1O.OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O_|_XTZNCVSCVHTPAI-UHFFFAOYSA-N_|_Small molecule_|_True_|_SALMETEROL XINAFOATE_|_1994.0_|_4.0_|_CHEMBL1263_|_False_|_True_|_['Serevent']_|_['GR 33343 G' 'GR-33343 G' 'GR-33343X' 'LIPO-202'
 'Salmeterol 1-hydroxy-2-naphthoate' 'Salmeterol xinafoate']_|_[('DailyMed', array(['salmeterol%20xinafoate'], dtype=object)), ('PubChem', array(['144204822', '170465397', '26753648', '29215171', '50107004',
       '56320805', '56320806', '90341116'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0001073', 'EFO_0006505', 'EFO_0000341', 'MONDO_0004979',
       'EFO_0007183', 'EFO_0000464'], dtype=object), 'count': 6}_|_[ENSG00000169252]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and has 4 approved and 2 investigational indications. This drug has a black box warning from the FDA."
CHEMBL1088751,"CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1_|_KCAJXIDMCNPGHZ-UHFFFAOYSA-N_|_Small molecule_|_False_|_PH-797804_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['PH-797804' 'PHA-797804' 'Ph-797804']_|_[('PubChem', array(['103905624', '137276009'], dtype=object)), ('drugbank', array(['DB07941'], dtype=object)), ('chEBI', array(['82715'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000341', 'MONDO_0005178', 'MONDO_0041052', 'EFO_0003843',
       'EFO_0000685'], dtype=object), 'count': 5}_|_[ENSG00000112062]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications."
CHEMBL1339,"CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl_|_XCMULUAPJXCOHI-UHFFFAOYSA-N_|_Small molecule_|_False_|_VARDENAFIL HYDROCHLORIDE_|_2003.0_|_4.0_|_CHEMBL1520_|_False_|_True_|_['Levitra' 'Staxyn' 'Vardenafil hydrochloride' 'Vivanza']_|_['BAY 38-9456' 'BAY-38-9456' 'Nuviva' 'Vardenafil hcl'
 'Vardenafil hydrochloride' 'Vardenafil hydrochloride anhydrous'
 'Vardenafil hydrochloride hydrate' 'Vardenafil hydrochloride trihydrate'
 'Vardenafil monohydrochloride']_|_[('DailyMed', array(['vardenafil%20hydrochloride'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/vivanza'],
      dtype=object))]_|_nan_|_{'rows': array(['HP_0000802', 'EFO_0004234'], dtype=object), 'count': 2}_|_[ENSG00000138735]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and is indicated for impotence and erectile dysfunction."
CHEMBL1601669,"C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O_|_OFHCOWSQAMBJIW-AVJTYSNKSA-N_|_Small molecule_|_False_|_ALFACALCIDOL_|_nan_|_4.0_|_nan_|_False_|_True_|_['Alfa d' 'Etalpha' 'One-alpha']_|_['.alpha.-calcidol' '1-alpha-vitamin d' '1-hydroxycholecalciferol'
 '1-hydroxyvitamin d3' '1.alpha-hydroxycholecalciferol' '1.alpha.(oh)d3'
 '1.alpha.-hydroxycholecalciferol' '1.alpha.-hydroxyvitamin d3'
 'Alfacalcidol' 'Alfarol' 'Alpha d3' 'Alphacalcidol' 'Alpharol' 'Alsiodol'
 'Bondiol' 'Einsalpha' 'Oxydevit' 'Tevabone' 'Un alfa' 'Un alpha']_|_[('PubChem', array(['50125753'], dtype=object)), ('drugbank', array(['DB01436'], dtype=object)), ('chEBI', array(['31186'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003882', 'EFO_0004273', 'EFO_0004278', 'EFO_0004710',
       'EFO_0003837', 'EFO_0003854', 'EFO_1002048', 'EFO_0000660',
       'EFO_0002970'], dtype=object), 'count': 9}_|_[ENSG00000111424]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) and has 9 investigational indications."
CHEMBL1743037,"nan_|_nan_|_Antibody drug conjugate_|_False_|_LORVOTUZUMAB MERTANSINE_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['HUN901-DM1, BB-10901' 'IMGN-901' 'Lorvotuzumab mertansine']_|_nan_|_nan_|_{'rows': array(['EFO_0000565', 'MONDO_0006058', 'EFO_0000702', 'EFO_0002918',
       'EFO_0001378', 'EFO_0000760', 'EFO_0001376', 'EFO_0000621'],
      dtype=object), 'count': 8}_|_[ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014,ENSG00000149294]_|_Antibody drug conjugate drug with a maximum clinical trial phase of II (across all indications) and has 8 investigational indications."
CHEMBL190,"Cn1c(=O)c2[nH]cnc2n(C)c1=O_|_ZFXYFBGIUFBOJW-UHFFFAOYSA-N_|_Small molecule_|_False_|_THEOPHYLLINE_|_1940.0_|_4.0_|_nan_|_False_|_True_|_['Accurbron' 'Aerolate' 'Aerolate iii' 'Aerolate jr' 'Aerolate sr'
 'Aquaphyllin' 'Bronkodyl' 'Duraphyl' 'Elixicon' 'Elixomin' 'Elixophyllin'
 'Elixophyllin sr' 'Labid' 'Lanophyllin' 'Lasma' 'Nuelin' 'Nuelin sa'
 'Nuelin sa-250' 'Pro-vent' 'Quibron' 'Quibron-t' 'Quibron-t/sr' 'Respbid'
 'Slo-bid' 'Slo-phyllin' 'Somophyllin-crt' 'Somophyllin-t' 'Sustaire'
 'T-phyl' 'Theo-24' 'Theo-dur' 'Theobid' 'Theobid jr.' 'Theochron'
 'Theocin' 'Theoclear l.a.-130' 'Theoclear l.a.-260' 'Theoclear-100'
 'Theoclear-200' 'Theoclear-80' 'Theograd' 'Theolair' 'Theolair-sr'
 'Theolixir' 'Theophyl' 'Theophyl-225' 'Theophyl-sr' 'Theophylline'
 'Theophylline-sr' 'Theovent' 'Uni-dur' 'Uniphyl' 'Uniphyllin continus']_|_['Dimethylxanthine' 'Doxophylline metabolite m3' 'NSC-2066' 'NSC-757346'
 'Theophylline' 'Theophylline anhydrous'
 'Theophylline melting point standard' 'Theophylline monohydrate'
 'Theophylline, anhydrous' 'Theophylline,anhydrous']_|_[('DailyMed', array(['theophylline'], dtype=object)), ('PubChem', array(['104171361', '144204378', '144209573', '144210348', '170466874',
       '17389715', '174007168', '50103998', '56463437', '68760', '855679',
       '90341676'], dtype=object)), ('TG-GATEs', array(['96'], dtype=object)), ('Wikipedia', array(['Theophylline'], dtype=object)), ('drugbank', array(['DB00277'], dtype=object)), ('chEBI', array(['28177'], dtype=object))]_|_['CHEMBL1355736' 'CHEMBL1200434' 'CHEMBL2104089' 'CHEMBL2107084'
 'CHEMBL1370561']_|_{'rows': array(['MONDO_0019992', 'HP_0001919', 'EFO_1000782', 'MONDO_0007078',
       'HP_0002104', 'Orphanet_665', 'EFO_0003060', 'EFO_0000222',
       'MONDO_0001187', 'HP_0002315', 'HP_0006536', 'EFO_0000565',
       'EFO_0009492', 'EFO_0001361', 'EFO_0000341', 'MONDO_0004979',
       'EFO_0003917', 'MONDO_0002009', 'EFO_0001361', 'HP_0006536',
       'HP_0006536', 'EFO_0000763', 'EFO_0006505', 'EFO_0009686',
       'EFO_1000782', 'HP_0006536', 'MONDO_0002050', 'EFO_0003086',
       'EFO_0005207', 'MONDO_0004979', 'EFO_0003884', 'EFO_0001663'],
      dtype=object), 'count': 32}_|_[ENSG00000172572,ENSG00000152270,ENSG00000163485,ENSG00000170425,ENSG00000282608,ENSG00000128271,ENSG00000065989,ENSG00000113448,ENSG00000184588,ENSG00000105650]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1940 and has 3 approved and 25 investigational indications."
CHEMBL2107016,"CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O_|_LQZAIAZUDWIVPM-SRVKXCTJSA-N_|_Protein_|_False_|_TALTIRELIN_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['TA-0910' 'Taltirelin']_|_[('PubChem', array(['144206235'], dtype=object))]_|_nan_|_nan_|_[ENSG00000174417]_|_Protein drug with a maximum clinical trial phase of II."
CHEMBL2107818,"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1_|_OBMJQRLIQQTJLR-USGQOSEYSA-N_|_Small molecule_|_False_|_ALDOXORUBICIN_|_nan_|_3.0_|_nan_|_False_|_False_|_['Inno-206']_|_['Aldoxorubicin' 'Doxo-emch' 'Doxorubicin-emch']_|_[('drugbank', array(['DB06013'], dtype=object))]_|_['CHEMBL2107827']_|_{'rows': array(['EFO_0000182', 'EFO_0000702', 'EFO_0003060', 'MONDO_0008978',
       'EFO_0000519', 'MONDO_0005184', 'EFO_0002618', 'EFO_0000616',
       'MONDO_0007254', 'EFO_0000707', 'EFO_1001968'], dtype=object), 'count': 11}_|_[ENSG00000131747]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 11 investigational indications."
CHEMBL2108790,"nan_|_nan_|_Antibody drug conjugate_|_False_|_TELIMOMAB ARITOX_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['T-101' 'T101' 'Telimomab aritox']_|_nan_|_nan_|_{'rows': array(['EFO_0004197'], dtype=object), 'count': 1}_|_[ENSG00000110448]_|_Antibody drug conjugate drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL3707380,nan_|_nan_|_Small molecule_|_False_|_RG6029_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['GDC-0310' 'Rg6029']_|_nan_|_nan_|_nan_|_[ENSG00000169432]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL3945728,"O=C(OC(C(F)(F)F)C(F)(F)F)N1CCN(Cc2ccc(C(F)(F)F)cc2N2CCCC2)CC1_|_SQZJGTOZFRNWCX-UHFFFAOYSA-N_|_Small molecule_|_False_|_ELCUBRAGISTAT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['ABX-1431' 'ABX1431' 'Abx-1431' 'Elcubragistat']_|_[('INN', array(['https://www.who.int/publications/m/item/inn-pl-126'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0004895', 'EFO_0008533', 'EFO_0003843'], dtype=object), 'count': 3}_|_[ENSG00000074416]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications."
CHEMBL3989972,"COc1cn(-c2ccc(-n3cccn3)cc2F)nc(-c2ccnn2-c2ccccc2)c1=O_|_KVHRYLNQDWXAGI-UHFFFAOYSA-N_|_Small molecule_|_False_|_BALIPODECT_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Balipodect' 'TAK-063']_|_[('drugbank', array(['DB14774'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0005090'], dtype=object), 'count': 1}_|_[ENSG00000112541]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL4297431,"CCOc1ccc(Cc2cc([C@@]34OC[C@@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1F_|_HYTPDMFFHVZBOR-VNXMGFANSA-N_|_Small molecule_|_False_|_HENAGLIFLOZIN_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['Henagliflozin' 'SHR-3824' 'SHR3824' 'Shr3824']_|_[('drugbank', array(['DB11939'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0005148', 'EFO_0001421', 'EFO_0000275'], dtype=object), 'count': 3}_|_[ENSG00000140675]_|_Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications."
CHEMBL4594217,"Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1.O_|_RCCZPUWDQVUJAB-FVYJGOGTSA-N_|_Small molecule_|_True_|_CANAGLIFLOZIN_|_2011.0_|_4.0_|_CHEMBL2048484_|_False_|_True_|_['Invokana']_|_['Canagliflozin' 'Canagliflozin hemihydrate' 'Canagliflozin hydrate'
 'JNJ-24831754-ZAE' 'JNJ-28431754-AAA']_|_[('DailyMed', array(['canagliflozin'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/invokana'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0005147', 'EFO_0000401', 'HP_0000083', 'EFO_0000400',
       'MONDO_0005148', 'MONDO_0007254', 'EFO_0003144', 'EFO_0001073',
       'EFO_0000660'], dtype=object), 'count': 9}_|_[ENSG00000140675]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2011 and is indicated for diabetes mellitus and type 2 diabetes mellitus and has 7 investigational indications. This drug has a black box warning from the FDA."
CHEMBL476960,"OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O_|_FZNCGRZWXLXZSZ-CIQUZCHMSA-N_|_Small molecule_|_False_|_VOGLIBOSE_|_1994.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['A-71100' 'AO-128' 'Voglibose']_|_[('PubChem', array(['144205773', '170465993'], dtype=object)), ('Wikipedia', array(['Voglibose'], dtype=object)), ('drugbank', array(['DB04878'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0005148', 'EFO_0000400'], dtype=object), 'count': 2}_|_[ENSG00000257335,ENSG00000171298,ENSG00000090402,ENSG00000257743]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1994 and has 2 investigational indications."
CHEMBL557555,"CC(C)(Oc1ccc(C2CC2(Cl)Cl)cc1)C(=O)O_|_KPSRODZRAIWAKH-UHFFFAOYSA-N_|_Small molecule_|_False_|_CIPROFIBRATE_|_1985.0_|_4.0_|_nan_|_False_|_True_|_['Modalim']_|_['Ciprofibrate' 'NSC-759617' 'WIN 35833' 'WIN-35833']_|_[('PubChem', array(['144205674', '144208557', '144213157', '170466356', '26757866',
       '50105908', '56463556', '85230953', '90340632'], dtype=object)), ('Wikipedia', array(['Ciprofibrate'], dtype=object)), ('drugbank', array(['DB09064'], dtype=object)), ('chEBI', array(['50867'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000319'], dtype=object), 'count': 1}_|_[ENSG00000186951]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1985 and is indicated for cardiovascular disease."
CHEMBL641,"CNCC[C@@H](Oc1ccccc1C)c1ccccc1_|_VHGCDTVCOLNTBX-QGZVFWFLSA-N_|_Small molecule_|_True_|_ATOMOXETINE_|_2002.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Atomoxetine' 'Strattera']_|_[('PubChem', array(['11114266'], dtype=object)), ('Wikipedia', array(['Atomoxetine'], dtype=object)), ('drugbank', array(['DB00289'], dtype=object)), ('chEBI', array(['127342'], dtype=object))]_|_['CHEMBL1702']_|_{'rows': array(['EFO_1001917', 'HP_0010865', 'EFO_0004895', 'EFO_0003758',
       'MONDO_0007079', 'EFO_0003918', 'EFO_0003888', 'MONDO_0002491',
       'EFO_0003768', 'EFO_0005611', 'EFO_0004701', 'HP_0100543',
       'EFO_1000645', 'MONDO_0004992', 'EFO_0003918', 'EFO_0002610',
       'EFO_0005252', 'MONDO_0005147', 'MONDO_0005180', 'EFO_0004701',
       'EFO_0003888', 'MONDO_0004975', 'EFO_0003877', 'EFO_0007191',
       'MONDO_0005090'], dtype=object), 'count': 25}_|_[ENSG00000103546]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2002 and is indicated for attention deficit hyperactivity disorder and has 21 investigational indications. This drug has a black box warning from the FDA."
CHEMBL677,"C[C@H](N)[C@H](O)c1ccc(O)c(O)c1_|_GEFQWZLICWMTKF-CDUCUWFYSA-N_|_Small molecule_|_False_|_LEVONORDEFRIN_|_1960.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['(-)-cobefrin' 'BA 2818' 'BA-2818' 'Corbadrine'
 'L-.alpha.-methylnoradrenaline' 'L-nordefrin'
 'L-norephedrine, 3,4-dihydroxy-' 'Levonordefrin' 'NSC-757084'
 'Neo-Cobefrin' 'Nordefrin' 'Nordefrin (-)-form' 'Nordefrin, l-']_|_[('PubChem', array(['11111073', '11112447', '144205604', '170464794'], dtype=object)), ('Wikipedia', array(['Levonordefrin'], dtype=object)), ('drugbank', array(['DB06707'], dtype=object)), ('chEBI', array(['10304'], dtype=object))]_|_nan_|_nan_|_[ENSG00000150594,ENSG00000184160,ENSG00000274286]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1960."
